sample_num,level,sample_path,sample_gt
0,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_48,yes
1,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_44,yes
2,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_58,yes
3,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_77,no
4,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_59,no
5,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_35,yes
6,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_5,no
7,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_96,no
8,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_9,yes
9,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_68,no
10,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_33,no
11,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_93,yes
12,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_32,no
13,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_11,yes
14,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_4,no
15,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_71,yes
16,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_20,no
17,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_16,no
18,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_48,yes
19,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_98,yes
20,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_26,no
21,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_84,no
22,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_8,yes
23,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_21,no
24,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_8,yes
25,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_63,yes
26,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_14_sample_1,no
27,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_33,no
28,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_66,yes
29,base,./home/kalpit/cnist-try/vids/25/baseline-_imgs_2_sample_27,yes
0,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_55,no
1,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_5,yes
2,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_36,no
3,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_19,no
4,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_83,yes
5,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_54,yes
6,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_32,no
7,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_2,yes
8,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_94,yes
9,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_10,no
10,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_81,no
11,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_61,no
12,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_20,no
13,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_68,yes
14,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_79,no
15,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_1,yes
16,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_16,no
17,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_0,yes
18,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_9,no
19,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_51,yes
20,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_57,no
21,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_41,no
22,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_75,no
23,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_50,yes
24,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_53,yes
25,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_59,yes
26,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_27,yes
27,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_86,no
28,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_97,yes
29,lev1,./home/kalpit/cnist-try/vids/25/ix1-_imgs_2_sample_26,yes
0,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_65,no
1,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_53,no
2,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_47,yes
3,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_63,no
4,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_57,no
5,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_4,yes
6,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_27,yes
7,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_67,yes
8,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_39,yes
9,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_52,yes
10,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_81,no
11,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_32,yes
12,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_71,yes
13,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_34,yes
14,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_18,no
15,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_23,yes
16,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_98,no
17,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_60,no
18,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_39,no
19,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_5,yes
20,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_46,no
21,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_36,no
22,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_99,no
23,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_15,no
24,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_1,yes
25,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_3,no
26,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_51,yes
27,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_14_sample_76,yes
28,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_11,no
29,lev2,./home/kalpit/cnist-try/vids/25/ix2_imgs_2_sample_36,yes
