sample_num,level,sample_path,sample_gt
0,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_12_sample_7/1000-1600.webm,no
1,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_22_sample_74/1000-1600.webm,no
2,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_20_sample_66/1000-1600.webm,yes
3,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_6_sample_45/1000-1600.webm,no
4,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_27_sample_17/1000-1600.webm,yes
5,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_1_sample_63/1000-1600.webm,no
6,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_19_sample_92/1000-1600.webm,yes
7,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_46_sample_19/1000-1600.webm,yes
8,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_38_sample_88/1000-1600.webm,yes
9,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_39_sample_13/1000-1600.webm,no
10,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_23_sample_81/1000-1600.webm,yes
11,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_15_sample_17/1000-1600.webm,yes
12,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_4_sample_12/1000-1600.webm,no
13,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_47_sample_41/1000-1600.webm,no
14,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_44_sample_58/1000-1600.webm,yes
15,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_39_sample_2/1000-1600.webm,yes
16,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_50_sample_52/1000-1600.webm,no
17,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_26_sample_19/1000-1600.webm,no
18,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_28_sample_63/1000-1600.webm,no
19,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/43/baseline-_imgs_43_sample_55/1000-1600.webm,yes
