sample_num,level,sample_path,sample_gt
0,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_18_sample_85,yes
1,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_47_sample_82,no
2,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_3_sample_57,no
3,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_22_sample_55,yes
4,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_23_sample_81,no
5,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_18_sample_96,yes
6,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_44_sample_99,yes
7,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_14_sample_3,no
8,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_29_sample_42,no
9,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_5_sample_3,no
10,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_19_sample_88,yes
11,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_2_sample_44,yes
12,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_7_sample_43,yes
13,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_38_sample_3,no
14,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_9_sample_56,no
15,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_22_sample_14,no
16,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_44_sample_35,no
17,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_20_sample_77,yes
18,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_1_sample_99,yes
19,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_1_sample_36,yes
20,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_12_sample_71,yes
21,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_15_sample_18,yes
22,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_14_sample_91,yes
23,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_3_sample_29,no
24,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_44_sample_14,yes
25,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_18_sample_48,yes
26,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_3_sample_2,no
27,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_4_sample_69,no
28,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_5_sample_83,no
29,base,./home/kalpit/cnist-new/vids/129/ix1-_imgs_39_sample_18,no
0,lev1,./home/kalpit/cnist-new/vids/129/baseline-_imgs_25_sample_66,yes
1,lev1,./home/kalpit/cnist-new/vids/129/baseline-_imgs_27_sample_2,no
2,lev1,./home/kalpit/cnist-new/vids/129/baseline-_imgs_30_sample_48,yes
3,lev1,./home/kalpit/cnist-new/vids/129/baseline-_imgs_18_sample_68,yes
4,lev1,./home/kalpit/cnist-new/vids/129/baseline-_imgs_43_sample_78,no
5,lev1,./home/kalpit/cnist-new/vids/129/baseline-_imgs_4_sample_60,no
6,lev1,./home/kalpit/cnist-new/vids/129/baseline-_imgs_4_sample_24,no
7,lev1,./home/kalpit/cnist-new/vids/129/baseline-_imgs_3_sample_20,yes
