sample_num,level,sample_path,sample_gt
0,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_1_sample_54/1000-800.webm,no
1,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_37_sample_0/1000-800.webm,yes
2,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_41_sample_49/1000-800.webm,yes
3,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_42_sample_0/1000-800.webm,yes
4,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_25_sample_79/1000-800.webm,no
5,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_13_sample_39/1000-800.webm,no
6,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_14_sample_0/1000-800.webm,yes
7,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_7_sample_51/1000-800.webm,yes
8,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_43_sample_96/1000-800.webm,no
9,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_47_sample_62/1000-800.webm,no
10,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_50_sample_15/1000-800.webm,yes
11,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_48_sample_39/1000-800.webm,no
12,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_13_sample_78/1000-800.webm,no
13,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_16_sample_90/1000-800.webm,no
14,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_5_sample_6/1000-800.webm,no
15,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_9_sample_36/1000-800.webm,yes
16,base,/opt/lampp/cnist-experiment/home/kalpit/cnist-new/vids/78/ix2_imgs_35_sample_35/1000-800.webm,no
